%"Collected By Brett Hamlin Oct 05, 2009, Houghton, MI"			
%Latitude	Longitude	Elivation (m)	Distrnce (m)
47.106809	-88.553519	300.233	6530.546
47.106647	-88.553444	300.193	6549.385
47.106472	-88.553401	299.924	6569.078
47.106333	-88.553429	299.384	6584.791
47.106331	-88.553528	304.374	6594.137
47.106409	-88.553624	304.905	6605.5
47.106455	-88.553913	305.574	6628.098
47.106468	-88.554188	303.482	6649.02
47.106433	-88.554325	300.562	6660.206
47.106372	-88.554486	303.022	6674.153
47.106329	-88.554617	307.053	6685.328
47.106328	-88.554757	309.144	6695.483
47.106345	-88.555079	311.153	6720.012
47.106348	-88.555325	309.603	6738.907
47.106353	-88.555529	307.131	6754.32
47.106403	-88.555738	305.651	6771.128
47.106442	-88.556194	298.489	6806.009
47.106395	-88.556421	297.769	6823.704
47.106304	-88.556638	294.979	6842.501
47.106099	-88.556676	290.899	6866.631
47.106084	-88.556565	289.76	6875.113
47.106057	-88.556357	290.38	6891.228
47.106041	-88.556272	290.521	6897.607
47.10592	-88.556029	290.51	6920.764
47.105846	-88.555886	290.701	6934.531
47.105854	-88.555704	294.103	6948.405
47.105854	-88.555676	294.413	6950.544
47.1058	-88.555538	295.623	6962.699
47.105819	-88.555398	297.103	6973.708
47.105868	-88.555338	299.924	6980.326
47.105974	-88.55532	302.034	6992.248
47.106005	-88.555273	304.334	6998.198
47.106004	-88.555192	304.384	7004.356
47.106068	-88.554715	301.002	7041.277
47.10608	-88.554667	300.712	7044.945
47.106003	-88.554634	300.392	7053.943
47.105945	-88.554635	301.423	7060.625
47.105873	-88.554601	300.993	7070.139
47.105875	-88.554366	299.872	7088.247
47.105916	-88.554151	297.792	7105.191
47.105935	-88.553842	294.621	7128.789
47.105901	-88.553503	292.211	7155.205
47.105836	-88.553073	289.77	7188.754
47.105677	-88.553009	294.483	7208.073
47.105585	-88.553012	295.513	7218.235
47.105524	-88.553002	295.563	7225.02
47.105456	-88.552997	294.123	7232.577
47.105423	-88.552986	293.563	7236.167
47.105418	-88.552978	293.183	7236.967
47.105414	-88.552877	290.122	7245.469
47.105419	-88.552845	289.492	7247.903
47.105458	-88.552544	285.872	7271.114
47.105552	-88.552409	287.433	7285.621
47.105688	-88.552147	291.294	7310.489
47.105837	-88.551972	293.594	7331.805
47.105956	-88.551716	293.044	7355.312
47.106047	-88.551616	295.195	7367.956
47.106163	-88.551475	295.724	7384.712
47.106172	-88.551481	297.194	7385.816
47.106223	-88.551555	300.075	7393.786
47.106349	-88.551615	303.025	7408.684
47.106498	-88.551684	301.715	7425.75
47.106602	-88.551552	297.544	7441.195
47.106641	-88.551362	295.134	7456.408
47.106662	-88.551267	294.454	7464.108
47.106715	-88.551009	291.543	7484.816
47.106812	-88.550758	291.783	7506.986
47.10683	-88.55064	290.953	7516.546
47.106684	-88.550369	289.382	7542.906
47.106654	-88.550324	288.953	7547.668
47.106595	-88.550214	288.312	7558.259
